appid,name_x,label_dead,label_dead_binary,avg_players_median_6m,months_used,min_months_required,min_months_ok,first_month_in_window,last_month,name_y,type,is_free,required_age,release_date,coming_soon,developers,publishers,categories,genres,tags,windows,mac,linux,initial_price,final_price,discount_percent,metacritic_score,recommendations_total,achievements_total,supported_languages,pc_min_requirements,controller_support,has_dlc,dlc_count,crawl_timestamp,crawl_status
912810,Sargon's Lair,Dead,1,0.025,6,3,True,2018-12-01,2019-07-01,Sargon's Lair,game,True,0.0,"5 Sep, 2018",False,"Alexander Guo, Emile Savard",Emilex Gaming,"Action, Adventure, Free To Play, Indie","Action, Adventure, Free To Play, Indie","Free to Play, Action, Adventure, Indie, Bullet Hell",True,False,False,Free,Free,0.0,,43.0,0.0,English,"Minimum:OS *:OS: Windows 7+Processor:Above 1.5 GhzMemory:2 GB RAMGraphics:Card with DX10Storage:139 MB available spaceSound Card:Preferrably Dank*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,False,0.0,2025-08-24T08:14:40.038573,success
912910,Nanoui Demo,Dead,1,0.025,4,3,True,2018-08-01,2018-11-01,Nanoui,game,False,0.0,"21 Mar, 2018",False,Phoesion,Phoesion,"Action, Adventure, Casual, Indie, RPG","Action, Adventure, Casual, Indie, RPG","RPG, Casual, Indie, Action, Adventure, Violent, Co-op, Beat 'em up, Atmospheric, Medieval, Hack and Slash, Multiplayer, Magic, Dungeon Crawler, Great Soundtrack, Arcade, Side Scroller, Local Multiplayer, Controller, Action RPG",True,False,False,₪25.95,₪25.95,0.0,,12.0,0.0,English,"Minimum:OS *:Windows 7 SP1Processor:Dual Core 1.8 GHzMemory:4 GB RAMGraphics:GeForce 750, Radeon R7 240, 1GB VRAM, Shader Model 5.0 or betterDirectX:Version 11Storage:7 GB available spaceAdditional Notes:*Intel® HD Graphics not supportedRecommended:OS:Windows 10Processor:Quad Core 2.4 GHzMemory:8 GB RAMGraphics:GeForce 970, Radeon RX 570, 4 GB VRAMDirectX:Version 11Storage:7 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Partial Xbox Controller Support,False,0.0,2025-08-24T08:15:19.509179,success
913060,Jet Lancer,Dead,1,3.555,6,3,True,2025-02-01,2025-07-01,Jet Lancer,game,False,0.0,"12 May, 2020",False,Code Wakers,Armor Games Studios,"Action, Indie","Action, Indie","Action, Indie, Pixel Graphics, Flight, Shoot 'Em Up, 2D, Bullet Hell, Great Soundtrack, Difficult, Fast-Paced, Arcade, Singleplayer, Replay Value, Shooter, Female Protagonist, Sci-fi, Addictive, Twin Stick Shooter, Retro, Anime",True,True,False,₪55.95,₪55.95,0.0,,1041.0,42.0,"English, Russian, French, German, Simplified Chinese, Japanese","Minimum:OS *:Windows 7, 8.1, 10 x64Processor:Intel Core2 Duo E7300 (2 * 2660) or  AMD Athlon II X2 270 (2 * 3400) or equivalentMemory:4 GB RAMGraphics:GeForce GT 640 (2048 MB) or Radeon HD 4850 (1024 MB)Storage:300 MB available spaceRecommended:OS *:Windows 7, 8.1, 10 64 bitProcessor:Intel Pentium G3250 (2*3200) or AMD FX 4350 (4*4200) or equivalentMemory:4 GB RAMGraphics:GeForce GTX 750 (2048 MB) or Radeon RX 560X or GeForce MX 150 or GeForce GTX 970M or Intel UHD 620 or Intel Iris Pro 5200Storage:300 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.","Full Xbox Controller Support, PS4 Controller Support",False,0.0,2025-08-24T08:15:49.054173,success
913110,Desktop Tree,Dead,1,1.27,6,3,True,2022-05-01,2024-11-01,Desktop Tree,game,False,0.0,"18 Sep, 2018",False,utStudio,utStudio,"Casual, Indie, Simulation","Casual, Indie, Simulation","Indie, Casual, Simulation, Relaxing, Procedural Generation, 2D, Clicker",True,True,False,₪3.50,₪3.50,0.0,,84.0,16.0,"English, Simplified Chinese, Japanese, Russian, German, French, Korean","Minimum:OS *:Windows VistaProcessor:Intel i3Memory:2 GB RAMStorage:500 MB available spaceAdditional Notes:The transparent feature is only supported on Vista and above with DWM (Desktop Window Manager) enabled. Transparency might not work on classic theme / basic version of the OS, or using remote desktop.Recommended:OS *:Windows 7 or aboveProcessor:Intel i5Memory:4 GB RAMStorage:500 MB available spaceAdditional Notes:The transparent feature is only supported on Vista and above with DWM (Desktop Window Manager) enabled. Transparency might not work on classic theme / basic version of the OS, or using remote desktop.*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,False,0.0,2025-08-24T08:15:58.120713,success
913160,Jasmine Summer,Dead,1,0.44,6,3,True,2019-12-01,2020-10-01,茉莉之夏 Jasmine Summer,game,False,0.0,"28 Dec, 2018",False,JasmineSummer Project,JasmineSummer  Project,"Casual, Indie, RPG","Casual, Indie, RPG","Casual, Indie, Visual Novel, RPG, Anime",True,False,False,₪25.95,₪25.95,0.0,,104.0,0.0,Simplified Chinese,"Minimum:OS *:Windows XP +Processor:Memory:1 GB RAMDirectX:Version 9.0cStorage:3 GB available spaceAdditional Notes:分辨率为1920X1080最佳Recommended:Memory:1 GB RAMDirectX:Version 9.0cStorage:3 GB available spaceAdditional Notes:1920x1080 best*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,False,0.0,2025-08-24T08:16:10.863589,success
913280,Pranky Cat,Dead,1,0.01,6,3,True,2018-12-01,2019-08-01,Pranky Cat,game,False,0.0,"20 Nov, 2018",False,"FastGame, VICTORIA Games",FastGame,"Adventure, Casual, Indie, Racing, Simulation, Sports, Strategy","Adventure, Casual, Indie, Racing, Simulation, Sports, Strategy","Casual, Indie, Simulation, Adventure, Sports, Strategy, Racing",True,False,False,₪36.95,₪36.95,0.0,,36.0,0.0,"English, German, Spanish - Spain, Simplified Chinese, Russian, Ukrainian, French, Italian, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Vietnamese, Greek, Danish, Traditional Chinese, Korean, Spanish - Latin America, Dutch, Norwegian, Polish, Portuguese - Portugal, Romanian, Thai, Turkish, Finnish, Czech, Swedish, Japanese","Minimum:OS *:Windows XP and newerProcessor:2.0 + GHzMemory:512 MB RAMGraphics:Integrated GraphicsStorage:200 MB available spaceSound Card:Integrated AudioAdditional Notes:-*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,False,0.0,2025-08-24T08:16:37.270942,success
913440,Mahjongg The Ultimate Collection 2,Dead,1,3.39,6,3,True,2025-02-01,2025-07-01,Mahjongg The Ultimate Collection 2,game,False,0.0,"13 Aug, 2018",False,Gunnar Games,Gunnar Games,Casual,Casual,Casual,True,False,False,₪21.95,₪21.95,0.0,,16.0,24.0,English,"Minimum:OS *:Windows VistaProcessor:3 GHzMemory:2 MB RAMGraphics:DirectX compatible video cardDirectX:Version 9.0Storage:200 MB available spaceSound Card:DirectX compatible sound card*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,False,0.0,2025-08-24T08:16:59.029099,success
913550,I wanna be the Creator,Dead,1,34.31,6,3,True,2025-02-01,2025-07-01,I wanna be the Creator,game,False,0.0,"15 Nov, 2019",False,Aikesi,HeyBox Games,"Action, Adventure, Indie","Action, Adventure, Indie","Action, Level Editor, Platformer, Action-Adventure, Adventure, Puzzle, Precision Platformer, Difficult, Funny, Psychological Horror, Indie, 2D Platformer, Pixel Graphics, Parkour, 2D, Singleplayer, Side Scroller, Multiplayer, Local Multiplayer, Runner",True,False,False,₪21.95,₪21.95,0.0,,29.0,0.0,Simplified Chinese,"Minimum:OS *:Windows XP, 7, 8, 10Processor:Intel Pentium III 800 MHz+Memory:2 GB RAMGraphics:1024x768 High Color +DirectX:Version 9.0Storage:200 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,False,0.0,2025-08-24T08:17:15.440855,success
913720,Alchemic Cutie,Dead,1,1.035,6,3,True,2021-11-01,2024-03-01,Alchemic Cutie,game,False,0.0,"11 Nov, 2021",True,"Vakio, Viridian Software","CIRCLE Entertainment, Flyhigh Works","Adventure, Casual, Indie, RPG","Adventure, Casual, Indie, RPG","Life Sim, Collectathon, Exploration, Management, Open World, Casual, Farming Sim, RPG, 2D, Cute, Relaxing, Story Rich, Simulation, Colorful, Pixel Graphics, Family Friendly, Magic, Level Editor, Creature Collector, Singleplayer",True,True,True,₪73.95,₪73.95,0.0,,29.0,50.0,"English, Simplified Chinese","Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7 or aboveProcessor:1.7Ghz Intel Processor or betterMemory:4 GB RAMGraphics:OpenGL 2.0 supported and 512 MB of video memoryStorage:1 GB available spaceSound Card:OpenAL supportedRecommended:Requires a 64-bit processor and operating system*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Full Xbox Controller Support,True,1.0,2025-08-24T08:18:00.550104,success
913740,WORLD OF HORROR,Dead,1,22.315,6,3,True,2025-02-01,2025-07-01,WORLD OF HORROR,game,False,0.0,"19 Oct, 2023",False,panstasz,"Ysbryd Games, PLAYISM","Indie, RPG","Indie, RPG","Horror, Lovecraftian, Pixel Graphics, Survival Horror, Psychological Horror, Point & Click, Roguelite, 2D, Unforgiving, RPG, Roguelike, Turn-Based Combat, Survival, Anime, Atmospheric, Mystery, Card Game, Moddable, Adventure, Singleplayer",True,True,False,₪73.95,₪73.95,0.0,77.0,40.0,0.0,"English, French, German, Japanese, Korean, Simplified Chinese, Traditional Chinese","Minimum:OS *:Windows 7Processor:Intel Core i3Memory:1 GB RAMGraphics:Intel HD Graphics 4400DirectX:Version 11Storage:500 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,True,1.0,2025-08-24T08:18:06.370360,success
914010,Train Station Renovation,Dead,1,13.89,6,3,True,2025-02-01,2025-07-01,Train Station Renovation,game,False,0.0,"1 Oct, 2020",False,Live Motion Games,"Live Motion Games, Frozen Way, PlayWay S.A., Frozen District","Casual, Indie, Simulation","Casual, Indie, Simulation","Simulation, Casual, Indie, Trains, First-Person, Singleplayer, Building, Realistic, Relaxing, Family Friendly, Adventure, Physics, Exploration, Management, Action, Destruction, Atmospheric, Economy, Funny, Design & Illustration",True,False,False,₪69.95,₪69.95,0.0,68.0,1909.0,73.0,"English, Italian, Spanish - Spain, Arabic","Minimum:OS *:Windows® 7/8/10Processor:Intel Core i3-4130 / AMD Phenom II X4Memory:4 GB RAMGraphics:GeForce GTX 560 / AMD R7-260XDirectX:Version 11Storage:5 GB available spaceRecommended:OS:Windows® 10Processor:Intel Core i5-7400 / AMD Ryzen 5 1600Memory:8 GB RAMGraphics:GeForce GTX 970 / AMD Radeon RX 580DirectX:Version 11Storage:5 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,True,1.0,2025-08-24T08:18:50.246449,success
914020,Gibbous - A Cthulhu Adventure,Dead,1,3.4,6,3,True,2025-01-01,2025-07-01,Gibbous -  A Cthulhu Adventure,game,False,0.0,"7 Aug, 2019",False,Stuck In Attic,Stuck In Attic,"Adventure, Indie","Adventure, Indie","Story Rich, Point & Click, Puzzle, Adventure, Dark, Indie, Cute, Singleplayer, Dark Fantasy, Lovecraftian, Horror, Atmospheric, Fantasy, Funny, Comedy, Retro, Interactive Fiction, Cats, Hand-drawn, Exploration",True,True,True,₪73.95,₪73.95,0.0,74.0,1992.0,48.0,"English, French, Italian, German, Spanish - Spain, Hungarian, Romanian, Russian, Arabic, Korean, Simplified Chinese, Japanese, Polish, Portuguese - Brazil","Minimum:Requires a 64-bit processor and operating systemOS *:Microsoft Windows XP(SP2+)/Vista/7/8/8.1 (64-bit)Processor:2,5 GHz Intel Core i3 or AMD AthlonMemory:4 GB RAMGraphics:Dedicated video graphics card with 2GB of memoryDirectX:Version 9.0cStorage:20 GB available spaceAdditional Notes:Requires a 64-bit processor and operating systemRecommended:Requires a 64-bit processor and operating systemOS *:Microsoft Windows 7/8/10 (64-bit)Processor:Intel Core i5-3470, 3.20GHz or AMD FX-6300, 3.5GhzMemory:8 GB RAMGraphics:nVIDIA GeForce GTX 660, 2 GB or AMD Radeon HD 7870, 2 GBDirectX:Version 11Storage:20 GB available spaceAdditional Notes:Requires a 64-bit processor and operating system*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,True,2.0,2025-08-24T08:18:53.287041,success
914170,Duck Life 7: Battle,Dead,1,2.03,6,3,True,2025-02-01,2025-07-01,Duck Life 7: Battle,game,False,0.0,"13 Aug, 2018",False,"Wix Games, MAD.com",MoFunZone Inc,"Adventure, Casual, Indie, RPG, Sports","Adventure, Casual, Indie, RPG, Sports","RPG, Indie, Casual, Adventure, Sports",True,True,False,₪96.72,₪18.50,4.0,,330.0,0.0,"English, French, Thai, German, Spanish - Spain","Minimum:OS *:Windows 7 SP1Processor:Dual Core 1.7GhzMemory:2 GB RAMGraphics:512MBStorage:720 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Partial Xbox Controller Support,False,0.0,2025-08-24T08:19:24.746043,success
914260,HALF DEAD 2,Dead,1,2.735,6,3,True,2024-07-01,2025-05-01,HALF DEAD 2,game,False,18.0,"2 Aug, 2019",False,Room710Games,Room710Games,"Action, Adventure, Massively Multiplayer","Action, Adventure, Massively Multiplayer","Survival, Gore, Co-op, Adventure, Action, Massively Multiplayer, Violent, Multiplayer, First-Person, Online Co-Op, Puzzle, Horror, PvP, Singleplayer, Early Access, Indie, Character Customization",True,False,False,₪18.50,₪18.50,0.0,,1851.0,42.0,"English, Russian, French, German, Spanish - Spain, Dutch, Japanese, Simplified Chinese, Thai, Danish, Italian, Czech, Swedish, Hungarian, Norwegian, Korean, Portuguese - Portugal, Portuguese - Brazil, Spanish - Latin America, Greek, Polish, Romanian, Traditional Chinese, Turkish, Ukrainian","Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7 SP1 64bitProcessor:Intel Core i3Memory:6 GB RAMGraphics:NVIDIA GeForce GTX 660 / AMD Radeon RX 360 / Laptop NVIDIA GTX 860M or MX150DirectX:Version 11Network:Broadband Internet connectionStorage:3 GB available spaceSound Card:DirectX compatible sound cardAdditional Notes:Requires a 64-bit processor and operating systemRecommended:Requires a 64-bit processor and operating systemOS:Windows 10 64bitProcessor:Intel Core i5Memory:8 GB RAMGraphics:NVidia Geforce GTX 970, 1060/ equivalent AMD RadeonDirectX:Version 11Network:Broadband Internet connectionStorage:3 GB available spaceSound Card:DirectX compatible sound cardAdditional Notes:Requires a 64-bit processor and operating system*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Full Xbox Controller Support,False,0.0,2025-08-24T08:19:44.669549,success
914320,Swarm Simulator: Evolution,Dead,1,19.645,6,3,True,2025-02-01,2025-07-01,Swarm Simulator: Evolution,game,True,0.0,"25 Feb, 2019",False,Scary Bee LLC,Scary Bee LLC,"Casual, Free To Play, Indie, RPG, Simulation","Casual, Free To Play, Indie, RPG, Simulation","Free to Play, Casual, Clicker, Indie, Simulation, RPG, Idler, Singleplayer",True,True,False,Free To Play,Free To Play,0.0,,541.0,0.0,"English, French, Italian, German, Spanish - Spain, Czech, Portuguese - Brazil, Russian, Polish, Ukrainian",Minimum:Processor:1Ghz or faster processorMemory:2 GB RAMStorage:200 MB available space,,False,0.0,2025-08-24T08:20:02.327522,success
914690,Hentai Shooter 3D,Dead,1,15.735,6,3,True,2025-02-01,2025-07-01,Hentai Shooter 3D,game,False,18.0,"1 Sep, 2018",False,KuKo,KuKo,Action,Action,"Sexual Content, Action, Nudity, Mature, Anime, Hentai, FPS, Indie, Singleplayer, Memes, Family Friendly",True,False,False,₪3.50,₪3.50,0.0,,782.0,20.0,"English, French, Italian, German, Spanish - Spain, Arabic, Bulgarian, Portuguese - Brazil, Hungarian, Greek, Danish, Traditional Chinese, Simplified Chinese, Korean, Dutch, Norwegian, Polish, Portuguese - Portugal, Romanian, Russian, Thai, Turkish, Ukrainian, Finnish, Czech, Swedish, Japanese, Spanish - Latin America, Vietnamese, Azerbaijani, Albanian, Amharic, Armenian, Assamese, Afrikaans, Basque, Belarusian, Bangla, Bosnian, Valencian, Welsh, Wolof, Galician, Georgian, Gujarati, Dari, Zulu, Hebrew, Igbo, Indonesian, Irish, Icelandic, Yoruba, Kazakh, Kannada, Catalan, Quechua, Kinyarwanda, K'iche', Konkani, Xhosa, Khmer, Kyrgyz, Latvian, Lithuanian, Luxembourgish, Macedonian, Malay, Malayalam, Maltese, Maori, Marathi, Mongolian, Nepali, Odia, Punjabi (Gurmukhi), Punjabi (Shahmukhi), Persian, Serbian, Sotho, Sinhala, Sindhi, Slovak, Slovenian, Sorani, Swahili, Tajik, Tamil, Tatar, Telugu, Tigrinya, Tswana, Turkmen, Uzbek, Uyghur, Urdu, Filipino, Hausa, Hindi, Croatian, Cherokee, Scots, Estonian",Minimum:OS:Microsoft WindowsProcessor:Intel Pentium III 800 MHzMemory:512 MB RAMGraphics:DirectX or OpenGL compatible cardStorage:200 MB available space,,True,2.0,2025-08-24T08:21:06.160591,success
914750,Bee Simulator,Dead,1,4.73,6,3,True,2025-02-01,2025-07-01,Bee Simulator,game,False,0.0,"17 Nov, 2020",False,VARSAV Game Studios,Untold Tales,"Adventure, Casual, Simulation","Adventure, Casual, Simulation","Flight, Family Friendly, Adventure, Relaxing, Arcade, Casual, Open World, Colorful, Co-op, Education, Local Multiplayer, Local Co-Op, Third Person, Memes, PvP, 3D, Multiplayer, Cinematic, Linear, Narration",True,False,False,₪73.95,₪73.95,0.0,,19.0,51.0,"English, German, Polish, French, Italian, Spanish - Spain, Simplified Chinese, Traditional Chinese, Korean, Japanese, Dutch, Portuguese - Brazil, Russian, Czech","Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7Processor:Intel Core i5-2300 ou AMD FX-4350Memory:4 GB RAMGraphics:NVIDIA GeForce GTX 550 Ti ou ATI Radeon HD 5770DirectX:Version 11Storage:10 GB available spaceRecommended:Requires a 64-bit processor and operating systemOS *:Windows 7Processor:Intel Core i5-3470 ou AMD FX-6300Memory:4 GB RAMGraphics:NVIDIA GeForce GTX 660 ou AMD Radeon HD 7870DirectX:Version 11Storage:10 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,True,1.0,2025-08-24T08:21:16.234312,success
914800,Coffee Talk,Dead,1,34.075,6,3,True,2025-02-01,2025-07-01,Coffee Talk,game,False,0.0,"29 Jan, 2020",True,Toge Productions,Toge Productions,"Adventure, Casual, Indie","Adventure, Casual, Indie","Conversation, Pixel Graphics, Visual Novel, Relaxing, Atmospheric, Story Rich, Interactive Fiction, LGBTQ, Casual, Singleplayer, Choices Matter, Multiple Endings, Simulation, Emotional, Anime, Fantasy, Indie, Philosophical, Crafting, Experimental",True,True,False,₪47.95,₪47.95,0.0,76.0,99.0,24.0,"English, Simplified Chinese, Japanese, Korean, French, German, Traditional Chinese, Spanish - Spain, Turkish, Russian, Portuguese - Brazil, Indonesian","Minimum:OS *:Windows 7 SP1+Processor:2.4 GHz or faster processorMemory:2 GB RAMGraphics:512 MB display memoryDirectX:Version 9.0cStorage:600 MB available spaceSound Card:Stereo*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Full Xbox Controller Support,True,2.0,2025-08-24T08:21:27.118692,success
914950,The Ultra Code,Dead,1,0.52,3,3,True,2019-08-01,2020-05-01,The Ultra Code,game,False,0.0,"7 Aug, 2019",False,Jack Gloyens,Flying Interactive,"Indie, Strategy","Indie, Strategy","Indie, Strategy, Puzzle, Programming, Logic, Mouse only, Automation, World War II, Singleplayer, 2D, Difficult, War, Simulation, Education, Building",True,True,False,₪21.95,₪21.95,0.0,,16.0,11.0,English,"Minimum:OS *:Windows XPProcessor:Intel Pentium / AMD A4Memory:1 GB RAMGraphics:IntegratedStorage:60 MB available spaceSound Card:N/ARecommended:OS:Windows 10Processor:Intel i5 / AMD A10Memory:2 GB RAMGraphics:Nvidia Quadro 4000 / AMD Radeon R7Storage:60 MB available spaceSound Card:N/A*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,False,0.0,2025-08-24T08:22:03.269010,success
915120,Koi Solitaire,Dead,1,0.015,6,3,True,2019-04-01,2019-09-01,Koi Solitaire,game,False,0.0,"1 Sep, 2018",False,Puzzle Lab,Dikobraz Games,"Casual, Indie","Casual, Indie","Casual, Indie",True,False,False,₪29.50,₪29.50,0.0,,0.0,0.0,English,"Minimum:OS *:Windows 7 or higherProcessor:AMD Atholon 64 X2 Dual-Core 4000+ or better / Intel Core 2 Duo Processor 2.0GHz or betterMemory:1024 MB RAMGraphics:ATI X1800 or better / nVidia 7800 or better / Intel 4100 or better. 512MB Video RAMStorage:50 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,False,0.0,2025-08-24T08:22:38.949320,success
915200,Republique VR,Dead,1,0.46,6,3,True,2020-08-01,2022-08-01,Republique VR,game,False,0.0,"16 Jun, 2020",False,"Camouflaj, Darkwind Media",Camouflaj,"Action, Adventure","Action, Adventure","Action, Adventure, VR, Stealth, Female Protagonist, Story Rich",True,False,False,,,0.0,,128.0,26.0,"English, French, German, Spanish - Spain, Japanese, Portuguese - Brazil, Russian, Simplified Chinese","Minimum:OS:Windows 10Processor:Intel i3-6100 / AMD Ryzen 3 1200, FX4350 or greaterMemory:8 GB RAMGraphics:NVIDIA GTX 960 4GB / AMD Radeon R9 290 or greaterDirectX:Version 11Storage:8 GB available spaceSound Card:onboardVR Support:SteamVRRecommended:OS:Windows 10Processor:Intel i5-4590 / AMD Ryzen 5 1500X or greaterMemory:8 GB RAMGraphics:NVIDIA GTX 1060 / AMD Radeon RX 480 or greaterDirectX:Version 11Storage:8 GB available spaceSound Card:onboard",,False,0.0,2025-08-24T08:22:59.879770,success
915310,SNKRX,Dead,1,8.585,6,3,True,2025-02-01,2025-07-01,SNKRX,game,False,0.0,"17 May, 2021",False,a327ex,a327ex,"Action, Casual, Indie","Action, Casual, Indie","Action Roguelike, Roguelite, Arena Shooter, Top-Down Shooter, Shoot 'Em Up, Deckbuilding, Replay Value, Arcade, Shooter, Action RPG, 2D, Action, PvE, Casual, Physics, Top-Down, Relaxing, Abstract, Minimalist, Class-Based",True,False,False,₪10.95,₪10.95,0.0,,10.0,24.0,English,"Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7, 8 or 10 x64Processor:Dual Core+Memory:1 GB RAMGraphics:OpenGL 2.1+ compatible cardStorage:100 MB available spaceRecommended:Requires a 64-bit processor and operating system*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,False,0.0,2025-08-24T08:23:16.455086,success
915330,Hentai Block Breaker,Dead,1,0.055,6,3,True,2019-04-01,2019-09-01,Hentai Block Breaker,game,False,18.0,"4 Feb, 2019",False,Waifu Labs,Waifu Labs,Casual,Casual,"Nudity, Sexual Content, Casual",True,False,False,₪3.50,₪3.50,0.0,,36.0,10.0,English,"Minimum:OS *:Windows 7 and AboveProcessor:1.2 GHzMemory:1 GB RAMGraphics:512MBStorage:200 MB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Full Xbox Controller Support,False,0.0,2025-08-24T08:23:23.301901,success
915460,ULTIMATE HARDBASS DEFENCE,Dead,1,1.89,6,3,True,2023-08-01,2024-03-01,ULTIMATE HARDBASS DEFENCE,game,False,0.0,"12 Apr, 2019",False,Magnolia Art,Magnolia Art,"Action, Indie, Massively Multiplayer","Action, Indie, Massively Multiplayer","Sexual Content, Nudity, Mature, Female Protagonist, Action, Indie, Third-Person Shooter, Memes, Multiplayer, Violent, Zombies, Co-op, Gore, Funny, Shooter, Great Soundtrack, Massively Multiplayer, Comedy, Dark Humor, Early Access",True,False,False,₪7.25,₪7.25,0.0,,1845.0,33.0,"English, French, Italian, German, Spanish - Spain, Russian, Ukrainian, Simplified Chinese","Minimum:OS *:Windows 7 x64Processor:Intel Core i3-530 or Intel Xeon E5430 or AMD Phenom II X4 3.0 Ghz+Memory:2 GB RAMGraphics:NVIDIA GeForce GTX 750ti or AMD Radeon HD6970DirectX:Version 11Storage:2400 MB available spaceSound Card:DirectX 11 supportAdditional Notes:If the game works well on your hardware, weaker than this minimum requirements - please let us know at the community hub.Recommended:OS:Windows 10 x64Processor:Intel Pentium G4560 or AMD FX-6000 series 3.0 Ghz+Memory:4 GB RAMGraphics:NVIDIA GeForce GTX 1050ti or AMD Radeon R9 280XDirectX:Version 11Storage:4 GB available spaceSound Card:DirectX 11 support*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",,False,0.0,2025-08-24T08:23:54.166478,success
915490,Frontline Zed,Dead,1,1.235,6,3,True,2021-06-01,2024-02-01,Frontline Zed,game,False,0.0,"3 Oct, 2019",False,Richard East,Volcanic Games,"Action, Indie, Strategy","Action, Indie, Strategy","Indie, Action, Strategy, Violent, Zombies, Gore, Survival, Tower Defense, Twin Stick Shooter, Horror, Post-apocalyptic, Top-Down Shooter, Singleplayer, Isometric, Co-op, Shooter, 3D, Top-Down, Combat, Inventory Management",True,False,False,₪43.95,₪43.95,0.0,,272.0,27.0,"English, German, Russian, Simplified Chinese, French, Polish, Portuguese - Brazil, Spanish - Spain","Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7 64bitProcessor:Intel Core™ Series / AMD FX Series or newer.Memory:4 GB RAMGraphics:Geforce GTX 740 / AMD Radeon 250DirectX:Version 11Storage:6 GB available spaceSound Card:DirectX compatible sound cardAdditional Notes:Minimum Resolution: 1366x768 (16:9), or 1280x800 (16:10)Recommended:Requires a 64-bit processor and operating systemOS:Windows 10 64bitProcessor:Intel Core™ i5  / AMD Ryzen R5Memory:8 GB RAMGraphics:Geforce GTX 1060 / AMD Radeon 570DirectX:Version 11Storage:6 GB available spaceSound Card:DirectX compatible sound card*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.",Full Xbox Controller Support,False,0.0,2025-08-24T08:23:59.515827,success
915600,Them and Us,Dead,1,7.21,6,3,True,2025-02-01,2025-07-01,Them and Us,game,False,18.0,"28 Sep, 2021",False,"TendoGames Co., Ltd.","TendoGames Co., Ltd., Cube Game","Action, Adventure, Indie","Action, Adventure, Indie","Female Protagonist, Survival Horror, Horror, Singleplayer, Third Person, Third-Person Shooter, Old School, First-Person, Hero Shooter, Shooter, Multiple Endings, Story Rich, Action, Zombies, Atmospheric, Survival, Mystery, Adventure, 1990's, Violent",True,False,False,₪149.95,Them and Us Demo,75.0,,14.0,40.0,"English, Simplified Chinese, Turkish, French, German, Japanese, Portuguese - Brazil, Korean, Italian, Romanian, Russian, Spanish - Spain, Hungarian","Minimum:Requires a 64-bit processor and operating systemOS *:Windows 7 / 8.1 / 10Processor:Core-i5 or an equivalentMemory:8 GB RAMGraphics:NVIDIA GeForce GTX 660 (2 GB Memory Minimum) | AMD Radeon HD 7870 (2 GB Memory Minimum)DirectX:Version 9.0cStorage:35 GB available spaceRecommended:Requires a 64-bit processor and operating systemOS *:Windows 7 / 8.1 / 10Processor:Core-i7 or an equivalentMemory:12 GB RAMGraphics:GeForce GTX 970 or equivalent with 4GBs of VRAMDirectX:Version 9.0cStorage:40 GB available space*Starting January 1st, 2024, the Steam Client will only support Windows 10 and later versions.","Full Xbox Controller Support, PS4 Controller Support, PS5 Controller Support",True,5.0,2025-08-24T08:24:24.168507,success
